parent_id	parent_published	parent_title	result_id	system	version	claim	metric_scope	qualifying_basis	primary_source	artifact_status	disposition_code	disposition	source_card	class_definition
2509.26051	2025-09-30	CEAID: Benchmark of Multilingual Machine-Generated Text Detection Methods for Central European Languages	2509.26051:xlm-roberta-base	XLM-RoBERTa-base (de-pl-hr-hu-cs)	five-language Central-European fine-tune	0.9621 mean AUROC	Eight Central European test languages, Table 3	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2509.26051	Training/evaluation code is promised, but no immutable trained detector checkpoint is released.	reject_scope	The result is region/language-specific and lacks a frozen fine-tune, general English operating point, and fixed A6000 timing.	Embedded source card E13	result is restricted to a language, domain, task, or metric outside DW1
2509.26051	2025-09-30	CEAID: Benchmark of Multilingual Machine-Generated Text Detection Methods for Central European Languages	2509.26051:xlm-social-de-pl	XLM-RoBERTa-base (de-pl)	two-language social-media-selected fine-tune	0.9412 mean AUROC on regional social media	Social-media Table 5	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2509.26051	No immutable fitted state, general-English calibration, or detector timing is released.	reject_scope	This separately selected regional fit is benchmark- and language-specific and has no frozen state or fixed A6000 timing.	Embedded source card E13	result is restricted to a language, domain, task, or metric outside DW1
2509.26051	2025-09-30	CEAID: Benchmark of Multilingual Machine-Generated Text Detection Methods for Central European Languages	2509.26051:xlm-tpr-de-cs	XLM-RoBERTa-base (de-cs)	two-language low-FPR-selected fine-tune	0.8206 mean TPR at 5% FPR with a 0.928 Czech cell	Low-FPR Table 11	One TPR cell exceeds 0.90	https://arxiv.org/abs/2509.26051	No immutable fitted state, general-English calibration, or detector timing is released.	reject_scope	This separately selected regional fit has one narrow fixed-FPR cell and no frozen state or fixed A6000 timing.	Embedded source card E13	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:arabertv2-base	AraBERTv2-Base	ALHD fine-tune	0.913 accuracy, 0.913 macro F1, and 0.990 ROC-AUC	Six-source Arabic ALHD aggregate	All aggregate metrics exceed 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	The Arabic benchmark result lacks a frozen fine-tune, general English transfer, fixed low-FPR evidence, and deployment timing.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:arabertv2-large	AraBERTv2-Large	ALHD fine-tune	0.923 accuracy, 0.924 macro F1, and 0.989 ROC-AUC	Six-source Arabic ALHD aggregate	All aggregate metrics exceed 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	The Arabic benchmark result lacks a frozen fine-tune, general English transfer, fixed low-FPR evidence, and deployment timing.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:araelectra	AraElectra	ALHD fine-tune	0.917 accuracy, 0.917 macro F1, and 0.989 ROC-AUC	Six-source Arabic ALHD aggregate	All aggregate metrics exceed 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	The Arabic benchmark result lacks a frozen fine-tune, general English transfer, fixed low-FPR evidence, and deployment timing.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:arberv2	ARBERv2	ALHD fine-tune	0.888 accuracy, 0.888 macro F1, and 0.976 ROC-AUC	Six-source Arabic ALHD aggregate	Aggregate ROC-AUC exceeds 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	High AUROC masks sub-0.90 accuracy/F1 and remains Arabic-specific without a public fine-tune or low-FPR evidence.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:asafaya-bert-base	Asafaya-BERT-Base	ALHD fine-tune	0.889 accuracy, 0.889 macro F1, and 0.983 ROC-AUC	Six-source Arabic ALHD aggregate	Aggregate ROC-AUC exceeds 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	High AUROC masks sub-0.90 accuracy/F1 and remains Arabic-specific without a public fine-tune or low-FPR evidence.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:asafaya-bert-large	Asafaya-BERT-Large	ALHD fine-tune	0.902 accuracy, 0.903 macro F1, and 0.987 ROC-AUC	Six-source Arabic ALHD aggregate	All aggregate metrics exceed 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	The Arabic benchmark result lacks a frozen fine-tune, general English transfer, fixed low-FPR evidence, and deployment timing.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:google-mbert	Google-mBERT	ALHD fine-tune	0.887 accuracy, 0.889 macro F1, and 0.973 ROC-AUC	Six-source Arabic ALHD aggregate	Aggregate ROC-AUC exceeds 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	High AUROC masks sub-0.90 accuracy/F1 and remains Arabic-specific without a public fine-tune or low-FPR evidence.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:linearsvc	LinearSVC	ALHD TF-IDF model	0.827 accuracy, 0.809 macro F1, and 0.907 ROC-AUC	Six-source Arabic ALHD aggregate	Aggregate ROC-AUC exceeds 0.90	https://github.com/alikhairallah/ALHD-Benchmarking	Official MIT benchmark code is public; no fitted classifier artifact is released.	reject_scope	Marginal AUROC accompanies weak F1 on an Arabic-only benchmark and no frozen model, low-FPR result, or timing.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:logistic-regression	LogisticRegression	ALHD TF-IDF model	0.813 accuracy, 0.798 macro F1, and 0.916 ROC-AUC	Six-source Arabic ALHD aggregate	Aggregate ROC-AUC exceeds 0.90	https://github.com/alikhairallah/ALHD-Benchmarking	Official MIT benchmark code is public; no fitted classifier artifact is released.	reject_scope	AUROC above 0.90 masks weak F1 on an Arabic-only benchmark and no frozen model, low-FPR result, or timing.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:marbert	MARBERT	ALHD fine-tune	0.890 accuracy, 0.893 macro F1, and 0.978 ROC-AUC	Six-source Arabic ALHD aggregate	Aggregate ROC-AUC exceeds 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	High AUROC masks sub-0.90 accuracy/F1 and remains Arabic-specific without a public fine-tune or low-FPR evidence.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:random-forest	RandomForest	ALHD TF-IDF model	0.800 accuracy, 0.784 macro F1, and 0.918 ROC-AUC	Six-source Arabic ALHD aggregate	Aggregate ROC-AUC exceeds 0.90	https://github.com/alikhairallah/ALHD-Benchmarking	Official MIT benchmark code is public; no fitted classifier artifact is released.	reject_scope	AUROC above 0.90 masks weak F1 on an Arabic-only benchmark and no frozen model, low-FPR result, or timing.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:xlm-r-base	XLM-R-Base	ALHD fine-tune	0.894 accuracy, 0.893 macro F1, and 0.980 ROC-AUC	Six-source Arabic ALHD aggregate	Aggregate ROC-AUC exceeds 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	High AUROC masks sub-0.90 accuracy/F1 and remains Arabic-specific without a public fine-tune or low-FPR evidence.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.03502	2025-10-03	ALHD: A Large-Scale and Multigenre Benchmark Dataset for Arabic LLM-Generated Text Detection	2510.03502:xlm-r-large	XLM-R-Large	ALHD fine-tune	0.913 accuracy, 0.915 macro F1, and 0.990 ROC-AUC	Six-source Arabic ALHD aggregate	All aggregate metrics exceed 0.90	https://arxiv.org/abs/2510.03502	Benchmark code and base model are public; no official trained ALHD detector state is released.	reject_scope	The Arabic benchmark result lacks a frozen fine-tune, general English transfer, fixed low-FPR evidence, and deployment timing.	Embedded source card E12	result is restricted to a language, domain, task, or metric outside DW1
2510.12476	2025-10-14	When Personalization Tricks Detectors: The Feature-Inversion Trap in Machine-Generated Text Detection	2510.12476:detect-lrr	Detect-LRR	GPT-J-6B proxy score	94.88% Cohere and 96.13% ChatGPT AUROC, falling to 19.43% on personalized Qwen3-4B	M4-general generator aggregates and personalized Table 2	Two general generator aggregates exceed 0.90	https://arxiv.org/abs/2306.05540	Primary DetectLLM formula and official public implementation are already preserved as a comparison control.	existing_control	The named high general cells remain visible, but personalized inversion and absent new state or timing do not supersede the fixed control evidence.	Embedded source card E21	already assessed public method retained only as a control
2510.12476	2025-10-14	When Personalization Tricks Detectors: The Feature-Inversion Trap in Machine-Generated Text Detection	2510.12476:detective-m4	DeTeCtive	public M4 checkpoint/database variant	96.80%-99.83% on several M4 generator-domain cells but 49.73% average on Stylo-Blog	Tables 6 and 12-14	Generator-domain AUROC exceeds 0.90	https://arxiv.org/abs/2410.20964	The public M4 checkpoint exists, but inference requires a retained embedding database and K-nearest-neighbor lookup.	exclude_retrieval	The retained-database lookup violates the no-retrieval gate, and high aligned M4 cells do not survive personalized writing or establish comparable timing.	Embedded source card E21	inference retrieves or looks up retained training/reference material
2510.12476	2025-10-14	When Personalization Tricks Detectors: The Feature-Inversion Trap in Machine-Generated Text Detection	2510.12476:fastdetectgpt	FastDetectGPT	GPT-J-6B proxy configuration	98.78% Cohere and 98.99% ChatGPT AUROC, falling to 8.71% on personalized Qwen3-4B	M4-general generator aggregates and personalized Table 2	Two general generator aggregates exceed 0.90	https://arxiv.org/abs/2310.05130	Official method and implementation are already preserved and benchmarked as a DW1 comparison control.	existing_control	Near-perfect M4 cells accompany near-total personalized failure and introduce neither a newer release nor evidence that changes the fixed same-row screen.	Embedded source card E21	already assessed public method retained only as a control
2510.12476	2025-10-14	When Personalization Tricks Detectors: The Feature-Inversion Trap in Machine-Generated Text Detection	2510.12476:lastde	Lastde	GPT-J-6B proxy configuration	97.69% Cohere and 97.48% ChatGPT AUROC, falling to 6.67% on personalized GPT-4o	M4-general generator aggregates and personalized Table 2	Two general generator aggregates exceed 0.90	https://arxiv.org/abs/2406.05232	Primary method and official code are public; inference generates and compares multiple perturbed variants.	exclude_multi_perturbation	The defining perturbation aggregation violates the method gate, and severe personalized collapse makes the high general-only cells incomparable to a robust replacement.	Embedded source card E21	inference aggregates multiple target perturbations
2510.12476	2025-10-14	When Personalization Tricks Detectors: The Feature-Inversion Trap in Machine-Generated Text Detection	2510.12476:lastde-plus-plus	Lastde++	GPT-J-6B proxy configuration	98.22% Cohere and 98.67% ChatGPT AUROC, falling to 39.78% on personalized Qwen3-4B	M4-general generator aggregates and personalized Table 2	Two general generator aggregates exceed 0.90	https://arxiv.org/abs/2410.06072	Primary method and official code are public; inference samples perturbed sequences for normalized scoring.	exclude_multi_perturbation	The multi-perturbation score is method-excluded and high matched M4 cells do not survive personalized generators or establish a fixed general detector state.	Embedded source card E21	inference aggregates multiple target perturbations
2510.12476	2025-10-14	When Personalization Tricks Detectors: The Feature-Inversion Trap in Machine-Generated Text Detection	2510.12476:log-likelihood	Log-Likelihood	GPT-J-6B proxy score	93.12% Cohere and 93.76% ChatGPT AUROC, falling to 9.23% on personalized Qwen3-4B	M4-general generator aggregates and personalized Table 2	Two general generator aggregates exceed 0.90	https://arxiv.org/abs/2510.12476	Formula and proxy model are public, but this is a target-model likelihood score rather than a separately trained frozen detector.	retain_reject	Generator-specific high cells invert under personalized writing and require white-box proxy scoring, with no broad fixed-FPR or near-Binoculars deployment evidence.	Embedded source card E21	individually reviewed result fails one or more fixed evidence gates
2510.12476	2025-10-14	When Personalization Tricks Detectors: The Feature-Inversion Trap in Machine-Generated Text Detection	2510.12476:logrank	LogRank	GPT-J-6B proxy score	94.21% Cohere and 94.94% ChatGPT AUROC, falling to 10.44% on personalized Qwen3-4B	M4-general generator aggregates and personalized Table 2	Two general generator aggregates exceed 0.90	https://arxiv.org/abs/2306.05540	Primary DetectLLM method and official code are public; the evaluation uses GPT-J-6B token ranks without a new detector state.	existing_control	The high M4 cells are already represented by the DetectLLM control and collapse under personalization, so they do not alter the frozen conclusion.	Embedded source card E21	already assessed public method retained only as a control
2510.12476	2025-10-14	When Personalization Tricks Detectors: The Feature-Inversion Trap in Machine-Generated Text Detection	2510.12476:roberta-m4	RoBERTa	M4 per-subset supervised fitting protocol	99.94% average M4 AUROC and 94.99% on one personalized Qwen2.5-72B author slice, but 53.33% on Stylo-Literary	Tables 6 and 12-14	Aggregate or author-specific AUROC exceeds 0.90	https://arxiv.org/abs/2510.12476	The paper specifies ten-epoch fitting for each M4 subset but releases no immutable fitted state, split bundle, calibration, or timing.	reconstruction_only	The fitted detector saturates aligned M4 but collapses toward chance on personalized writing; no exact state or portable low-FPR and timing basis is available.	Embedded source card E21	only a non-paper-state reconstruction can be built
2510.16573	2025-10-18	AI-Generated Text Detection in Low-Resource Languages: A Case Study on Urdu	2510.16573:distilbert-multilingual	DistilBERT multilingual	Urdu fine-tune	0.9016 test precision with 0.8957 accuracy and 0.8960 F1	UHAT held-out Urdu test Table 5	Held-out precision exceeds 0.90	https://arxiv.org/abs/2510.16573	Base model is public, but no official trained Urdu detector checkpoint, exact threshold, or inference timing is released.	reject_scope	A precision-only threshold crossing on one Urdu split, with sub-0.90 accuracy/F1 and no frozen state or low-FPR transfer, is not a general fast candidate.	Embedded source card E11	result is restricted to a language, domain, task, or metric outside DW1
2510.16573	2025-10-18	AI-Generated Text Detection in Low-Resource Languages: A Case Study on Urdu	2510.16573:mdeberta-v3-base	mDeBERTa-v3-base	Urdu fine-tune	0.9126 accuracy and 0.9129 F1	Held-out balanced Urdu test set	Both aggregate test metrics exceed 0.90	https://arxiv.org/abs/2510.16573	Base model is public; no official Urdu fine-tuned checkpoint, repository, or immutable state is released.	reject_scope	The result is confined to one custom Urdu split and lacks a frozen detector, cross-domain/generator evidence, low-FPR metric, or timing.	Embedded source card E11	result is restricted to a language, domain, task, or metric outside DW1
2510.16573	2025-10-18	AI-Generated Text Detection in Low-Resource Languages: A Case Study on Urdu	2510.16573:xlm-roberta-base	XLM-RoBERTa-base	Urdu fine-tune	0.9087 training accuracy, 0.9089 training F1, and 0.9182 training precision; test accuracy/F1 are 0.8905/0.8907	UHAT training Table 4 and held-out test Table 5	Training metrics and held-out precision exceed 0.90	https://arxiv.org/abs/2510.16573	Base model is public, but no official trained Urdu detector checkpoint, exact split artifact, threshold, or timing is released.	reject_scope	The high training metrics do not transfer to held-out accuracy/F1 and remain Urdu-specific, unfrozen, uncalibrated, and unbenchmarked for speed.	Embedded source card E11	result is restricted to a language, domain, task, or metric outside DW1
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:binoculars	Binoculars	paper implementation	99.86% mean AUROC	Matched-generator RAID white-box Table 3	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2401.12070	Official public implementation is already preserved and assessed as the incumbent control.	existing_control	The white-box benchmark confirms strong matched-model performance but adds no newer method or deployment correction.	Embedded source card E10	already assessed public method retained only as a control
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:dc-pdd	DC-PDD	C4 frequency-reference score	Up to 100.0% white-box and 99.8% black-box AUROC cells with values below chance elsewhere	RAID Tables 3-4	One or more domain/generator AUROC cells exceed 0.90	https://github.com/zhang-wei-chao/DC-PDD	Official source is public but depends on a model-tokenized C4 frequency reference; no fixed cross-model calibration or timing is supplied.	retain_reject	Sparse high cells and severe cross-generator variance do not establish a general operating point or near-Binoculars deployment.	Embedded source card E10	individually reviewed result fails one or more fixed evidence gates
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:detectgpt	DetectGPT	paper configuration	Up to 97.5% white-box and 94.3% black-box AUROC cells with many weak cells	RAID Tables 3-4	One or more domain/generator AUROC cells exceed 0.90	https://arxiv.org/abs/2301.11305	Primary paper and code are public; inference masks and regenerates many perturbed target variants with T5-Large.	exclude_multi_perturbation	The defining multi-perturbation inference violates the method gate and isolated high cells do not alter that disposition.	Embedded source card E10	inference aggregates multiple target perturbations
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:detectllm	DetectLLM	LRR configuration	99.40% mean AUROC	Matched-generator RAID white-box Table 3	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2306.05540	Official method is public but requires a suitable scoring model and prior DW1 evidence already covers LRR.	existing_control	The matched-generator mean does not establish improved generalization or speed over the fixed incumbent screen.	Embedded source card E10	already assessed public method retained only as a control
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:entropy	Entropy	white-box score	Up to 100.0% white-box and 99.9% black-box AUROC cells despite severe domain/generator variance	RAID Tables 3-4	One or more domain/generator AUROC cells exceed 0.90	https://arxiv.org/abs/2510.19492	The formula is public but depends on white-box or surrogate token distributions and has no frozen detector threshold.	retain_reject	Selected near-perfect cells coexist with chance-level cells and do not support a fixed general detector or deployment comparison.	Embedded source card E10	individually reviewed result fails one or more fixed evidence gates
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:fastdetectgpt	FastDetectGPT	paper implementation	99.36% mean AUROC	Matched-generator RAID white-box Table 3	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2310.05130	Official public method is already preserved and assessed as a DW1 control.	existing_control	This matched-generator table does not overturn stored same-row DW1 evidence or establish a newer qualifying detector.	Embedded source card E10	already assessed public method retained only as a control
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:lastde-plus-plus	Lastde++	official configuration	98.48% mean AUROC	Matched-generator RAID white-box Table 3	Aggregate AUROC exceeds 0.90	https://github.com/TrustMedia-zju/Lastde_Detector	Official code is public and samples perturbed sequences for normalization.	exclude_multi_perturbation	The defining sampled-perturbation normalization violates the fixed multi-perturbation inference boundary despite high matched scores.	Embedded source card E10	inference aggregates multiple target perturbations
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:logrank	LogRank	white-box score	97.55% mean AUROC	Matched-generator RAID white-box Table 3	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2510.19492	Formula is public but requires white-box ranks from the matched generator model.	retain_reject	Near-perfect matched-generator performance is not a generator-agnostic frozen detector and degrades sharply under black-box transfer.	Embedded source card E10	individually reviewed result fails one or more fixed evidence gates
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:loss	Loss	white-box score	97.27% mean AUROC	Matched-generator RAID white-box Table 3	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2510.19492	Formula is public but requires white-box likelihood access to the matched generator model.	retain_reject	Near-perfect matched-generator performance is not a generator-agnostic frozen detector and degrades sharply under black-box transfer.	Embedded source card E10	individually reviewed result fails one or more fixed evidence gates
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:min-k	Min-K%	20-percent configuration	99.03% mean AUROC	Matched-generator RAID white-box Table 3	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2510.19492	Method is public but requires likelihood access to the matched generator model.	retain_reject	The result is a membership-inference-style matched-model score rather than a public general detector with fixed low-FPR transfer.	Embedded source card E10	individually reviewed result fails one or more fixed evidence gates
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:min-k-plus-plus	Min-K%++	paper configuration	98.44% mean AUROC	Matched-generator RAID white-box Table 3	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2510.19492	Method is public but requires white-box matched-model token statistics.	retain_reject	The result is a membership-inference-style matched-model score and its black-box transfer is inconsistent across domains and generators.	Embedded source card E10	individually reviewed result fails one or more fixed evidence gates
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:neighborhood	Neighborhood attack	T5-Large perturbation score	Up to 97.5% white-box and 94.3% black-box AUROC cells with broad instability	RAID Tables 3-4	One or more domain/generator AUROC cells exceed 0.90	https://aclanthology.org/2023.findings-acl.719/	Primary method perturbs each target with T5-Large and averages neighborhood losses; no single-pass state exists.	exclude_multi_perturbation	The defining multi-perturbation inference violates the method gate independently of its isolated high benchmark cells.	Embedded source card E10	inference aggregates multiple target perturbations
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:rank	Rank	white-box score	Up to 99.4% white-box and 99.5% black-box AUROC cells despite unstable cross-domain values	RAID Tables 3-4	One or more domain/generator AUROC cells exceed 0.90	https://arxiv.org/abs/2510.19492	The formula is public but requires token ranks from a matched or surrogate language model; no frozen general threshold is released.	retain_reject	Isolated matched or surrogate cells do not establish generator-agnostic transfer, low-FPR calibration, or near-Binoculars timing.	Embedded source card E10	individually reviewed result fails one or more fixed evidence gates
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:recall	ReCaLL	10-prefix configuration	Up to 100.0% white-box and 99.3% black-box AUROC cells with strong domain/generator collapse	RAID Tables 3-4	One or more domain/generator AUROC cells exceed 0.90	https://aclanthology.org/2024.emnlp-main.493/	The benchmark retrieves ten human-written prefixes per domain from held-out RAID data and performs conditional scoring.	exclude_retrieval	The retained-prefix retrieval path violates the fixed boundary, while high cells coexist with extreme transfer failure.	Embedded source card E10	inference retrieves or looks up retained training/reference material
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:reference	Reference likelihood ratio	MIA score	97.8% white-box and 94.8% black-box best AUROC cells with many chance or worse cells	RAID Tables 3-4	One or more domain/generator AUROC cells exceed 0.90	https://arxiv.org/abs/2510.19492	The score requires both target and reference models; no immutable matched-model matrix, threshold bundle, or timing is released.	retain_reject	Sparse high cells amid severe transfer failure do not establish a general frozen detector or plausible like-for-like speed.	Embedded source card E10	individually reviewed result fails one or more fixed evidence gates
2510.19492	2025-10-22	Machine Text Detectors are Membership Inference Attacks	2510.19492:zlib	Zlib likelihood ratio	MIA score	Up to 99.9% AUROC in selected white-box and black-box cells with values as low as 12.4%	RAID Tables 3-4	One or more domain/generator AUROC cells exceed 0.90	https://arxiv.org/abs/2510.19492	The public likelihood/compression formula has no frozen general calibration or fixed deployment package.	retain_reject	Near-perfect isolated cells coexist with catastrophic generator/domain inversions, preventing a general accuracy or speed claim.	Embedded source card E10	individually reviewed result fails one or more fixed evidence gates
2512.09292	2025-12-10	Identifying Bias in Machine-generated Text Detection	2512.09292:binoculars	Binoculars	bias-audit implementation	0.846 F1 and 0.907 AUROC	Bias-study benchmark aggregate	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2401.12070	Official public implementation is already preserved and assessed as the incumbent control.	existing_control	This row reinforces the incumbent's broad discrimination but does not introduce a newer candidate or replace the fixed DW1 evidence.	Embedded source card E9	already assessed public method retained only as a control
2512.09292	2025-12-10	Identifying Bias in Machine-generated Text Detection	2512.09292:desklib	Desklib AI text detector	v1.01	0.968 F1 and 0.994 AUROC	Bias-study benchmark aggregate	Both aggregate metrics exceed 0.90	https://huggingface.co/desklib/ai-text-detector-v1.01	Immutable public checkpoint 5fdea97 and exact custom architecture are preserved and screened at its 768-token card limit.	released_watchlist	Measured evaluation AUROC 0.9751 narrowly trails stored Binoculars 0.9779, while locally calibrated one-percent-FPR TPR is 0.8964 and two-A6000 batch latency is 0.2853 seconds; retain as a runnable follow-up, not a replacement.	Embedded source card E9	public frozen detector merits a bounded screen but is not promoted
2512.09292	2025-12-10	Identifying Bias in Machine-generated Text Detection	2512.09292:glimpse	Glimpse	bias-audit implementation	0.880 F1 and 0.948 AUROC	Bias-study benchmark aggregate	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2412.11506	Official code exists but inference depends on access to a white-box target language model rather than one frozen detector state.	retain_reject	The aggregate trails the strongest released classifier, F1 is below 0.90, and no fixed DW1 speed/operating-point result is supplied.	Embedded source card E9	individually reviewed result fails one or more fixed evidence gates
2512.21709	2025-12-25	Detecting AI-Generated Paraphrases in Bengali: A Comparative Study of Zero-Shot and Fine-Tuned Transformers	2512.21709:banglabert-base	BanglaBERT-Base	Bengali fine-tune	88.25% macro F1 and 94.53% AUROC	BanglaTextDistinguish held-out split	Aggregate AUROC exceeds 0.90	https://arxiv.org/abs/2512.21709	Base model is public; no official trained Bengali detector checkpoint is released.	reject_scope	The high AUROC masks sub-0.90 F1 and remains confined to one Bengali paraphrase dataset without a public state or low-FPR evidence.	Embedded source card E8	result is restricted to a language, domain, task, or metric outside DW1
2512.21709	2025-12-25	Detecting AI-Generated Paraphrases in Bengali: A Comparative Study of Zero-Shot and Fine-Tuned Transformers	2512.21709:mdeberta-v3-base	mDeBERTa-v3-base	Bengali fine-tune	91.34% macro F1 and 96.39% AUROC	BanglaTextDistinguish held-out split	Both aggregate metrics exceed 0.90	https://arxiv.org/abs/2512.21709	Base model is public; no official trained Bengali detector checkpoint is released.	reject_scope	The state is Bengali ChatGPT-paraphrase-specific, has no public fine-tune, cross-domain evidence, low-FPR row, or fixed timing.	Embedded source card E8	result is restricted to a language, domain, task, or metric outside DW1
2512.21709	2025-12-25	Detecting AI-Generated Paraphrases in Bengali: A Comparative Study of Zero-Shot and Fine-Tuned Transformers	2512.21709:multilingual-bert	MultilingualBERT-Base	Bengali fine-tune	90.82% macro F1 and 96.77% AUROC	BanglaTextDistinguish held-out split	Both aggregate metrics exceed 0.90	https://arxiv.org/abs/2512.21709	Base model is public; no official trained Bengali detector checkpoint is released.	reject_scope	The state is Bengali ChatGPT-paraphrase-specific, has no public fine-tune, cross-domain evidence, low-FPR row, or fixed timing.	Embedded source card E8	result is restricted to a language, domain, task, or metric outside DW1
2512.21709	2025-12-25	Detecting AI-Generated Paraphrases in Bengali: A Comparative Study of Zero-Shot and Fine-Tuned Transformers	2512.21709:xlm-roberta-large	XLM-RoBERTa-Large	Bengali fine-tune	91.48% macro F1 and 96.87% AUROC	BanglaTextDistinguish held-out split	Both aggregate metrics exceed 0.90	https://arxiv.org/abs/2512.21709	Base model is public; no official trained Bengali detector checkpoint is released.	reject_scope	The state is Bengali ChatGPT-paraphrase-specific, has no public fine-tune, cross-domain evidence, low-FPR row, or fixed timing.	Embedded source card E8	result is restricted to a language, domain, task, or metric outside DW1
